tax_number,year,registration_number,is_sole_trader,sme_category,org_name,org_short_name,main_nace_code,region_iso_code,region_code,region,area,settlement,settlement_type,municipality_code,lat,lon,start_date,end_date,revenue,expenditure,employees_count
1327012221,2024,1101327002480,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМЕТРА-ИНЖИНИРИНГ""","ООО ""СИМЕТРА-ИНЖИНИРИНГ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-12-10,2025-06-10,820502020.0,695433980.0,31.0
1327014412,2024,1111327002148,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ УСПЕХА""","ООО ""ТЕХНОЛОГИИ УСПЕХА""",58.29,RU-MO,13.0,Республика Мордовия,,Саранск,г,89701000001.0,54.18086,45.186317,2023-09-10,2025-06-10,114745000.0,106907000.0,65.0
1327024410,2024,1151327000912,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-САРАНСК""","ООО ""МАКСИМ-САРАНСК""",62.09,RU-MO,13.0,Республика Мордовия,,Саранск,г,89701000001.0,54.18086,45.186317,2016-08-10,2025-06-10,124783000.0,108762000.0,3.0
1327024570,2024,1151327001165,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАШ ЭКСПЕРТ-РЕГИОНЫ""","ООО ""ВАШ ЭКСПЕРТ-РЕГИОНЫ""",63.11.1,RU-MO,13.0,Республика Мордовия,,Саранск,г,89701000001.0,54.18086,45.186317,2019-08-10,2025-06-10,114830000.0,110453000.0,58.0
1327029345,2024,1171326000119,0,1,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГИЯ""","АО ""ЭНЕРГИЯ""",62.01,RU-MO,13.0,Республика Мордовия,,Саранск,г,89701000001.0,54.18086,45.186317,2022-08-10,2025-06-10,113988000.0,105293000.0,70.0
1327032250,2024,1181326002527,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС СОФТ""","ООО ""СЕРВИС СОФТ""",62.09,RU-MO,13.0,Республика Мордовия,,Саранск,г,89701000001.0,54.18086,45.186317,2019-08-10,2025-06-10,187244992.0,88639000.0,76.0
1328909857,2024,1081328000533,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОМАКСИМУМ""","ООО ""ИНФОМАКСИМУМ""",62.01,RU-MO,13.0,Республика Мордовия,,Саранск,г,89701000001.0,54.18086,45.186317,2019-08-10,2024-07-10,469112992.0,258011008.0,156.0
1328909857,2024,1081328000533,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОМАКСИМУМ""","ООО ""ИНФОМАКСИМУМ""",62.01,RU-MO,13.0,Республика Мордовия,,Саранск,г,89701000001.0,54.18086,45.186317,2024-07-10,2025-06-10,469112992.0,258011008.0,156.0
1400005830,2024,1221400002295,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОП АЙТИ""","ООО ""ТОП АЙТИ""",62.09,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2022-04-10,2025-06-10,136100992.0,126485000.0,1.0
1400019015,2024,1231400001964,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОКАЛЬНЫЕ СЕРВИСЫ""","ООО ""ЛОКАЛЬНЫЕ СЕРВИСЫ""",63.11,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2023-03-10,2024-07-10,224532992.0,142639008.0,43.0
1400019015,2024,1231400001964,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОКАЛЬНЫЕ СЕРВИСЫ""","ООО ""ЛОКАЛЬНЫЕ СЕРВИСЫ""",63.11,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2024-07-10,2025-06-10,224532992.0,142639008.0,43.0
1410006897,2024,1101419000957,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ ""СТАТУС""","ООО ""ЦПО""СТАТУС""",62.01,RU-SA,14.0,Республика Саха (Якутия),Вилюйский улуслулусс,Вилюйск,г,98618101001.0,63.75172,121.62733,2016-08-10,2025-06-10,204495008.0,158816992.0,22.0
1435175696,2024,1061435050710,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКСИОМА""","ООО ""АКСИОМА""",62.0,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2016-08-10,2025-06-10,126067000.0,120658000.0,36.0
1435204629,2024,1081435007576,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЦЕНТР ЗАЩИТЫ ИНФОРМАЦИИ ""СЕВЕР""","ООО ЦЗИ ""СЕВЕР""",62.09,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2016-12-10,2025-06-10,187956000.0,183532000.0,2.0
1435231358,2024,1101435007464,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЕЙСИСТЕМС-ЯКУТИЯ""","ООО ""КЕЙСИСТЕМС-ЯКУТИЯ""",62.02,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2016-08-10,2025-06-10,119794000.0,64181000.0,23.0
1435295591,2024,1151447005489,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-ЯКУТСК""","ООО ""МАКСИМ-ЯКУТСК""",62.09,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2016-08-10,2025-06-10,101695000.0,80787000.0,1.0
1435309340,2024,1161447058167,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЭБ АЙТИ""","ООО ""АЭБ АЙТИ""",62.01,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2016-08-10,2025-06-10,127392000.0,124870000.0,69.0
1435345429,2024,1191447012063,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИ ИНТЕГРАЦИЯ""","ООО ""ВИ ИНТЕГРАЦИЯ""",62.09,RU-SA,14.0,Республика Саха (Якутия),,Якутск,г,98701000001.0,62.0281,129.73256,2023-09-10,2025-06-10,177598000.0,182751008.0,12.0
1513058350,2024,1161513050885,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-ВЛАДИКАВКАЗ""","ООО ""МАКСИМ-ВЛАДИКАВКАЗ""",62.09,RU-SE,15.0,Республика Северная Осетия - Алания,,Владикавказ,г,90701000001.0,43.020603,44.68189,2016-08-10,2025-06-10,119906000.0,92895000.0,1.0
1611008301,2024,1071688001241,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРБИС""","ООО ""ИРБИС""",62.01,RU-TA,16.0,Республика Татарстан,Лаишевский район,Габишево,с,92634414101.0,55.611423,49.14222,2023-12-10,2025-06-10,151588000.0,148095008.0,1.0
1615009497,2024,1141690072402,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭТТОН ГРУП""","ООО ""ЭТТОН ГРУП""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2020-08-10,2025-06-10,126638000.0,120335000.0,30.0
1615012901,2024,1161690131965,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ ПРИВЫЧКИ""","ООО ""ЦИФРОВЫЕ ПРИВЫЧКИ""",62.01,RU-SPE,78.0,Санкт-Петербург,,Санкт-Петербург,г,40000000.0,59.939083,30.31588,2023-09-10,2025-06-10,807094020.0,679643010.0,83.0
1615012972,2024,1161690143229,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАТМОБАЙЛИНФОРМ СИДИСИ""","ООО ""ТАТМОБАЙЛИНФОРМ СИДИСИ""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2021-07-10,2025-06-10,256803008.0,198086000.0,11.0
1615013140,2024,1161690176427,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТУДИЯ ЛИДС""","ООО ""СТУДИЯ ЛИДС""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2021-07-10,2025-06-10,201732000.0,154451008.0,14.0
1615013366,2024,1171690028157,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАСАНДРА ГРУП""","ООО ""КАСАНДРА ГРУП""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2018-08-10,2025-06-10,109116000.0,277212992.0,65.0
1615013503,2024,1171690049772,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИНЭНДЖИН""","ООО ""КЛИНЭНДЖИН""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2021-10-10,2025-06-10,104783000.0,98616000.0,14.0
1615014070,2024,1181690038793,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИЛАНТ""","ООО ""ЗИЛАНТ""",62.01,RU-TA,16.0,Республика Татарстан,,Казань,г,92701000001.0,55.794437,49.11145,2023-05-10,2024-07-10,248818000.0,207802000.0,65.0
1615014070,2024,1181690038793,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИЛАНТ""","ООО ""ЗИЛАНТ""",62.01,RU-TA,16.0,Республика Татарстан,,Казань,г,92701000001.0,55.794437,49.11145,2024-07-10,2025-06-10,248818000.0,207802000.0,65.0
1615014112,2024,1181690046900,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИГИНАВИС""","ООО ""ДИГИНАВИС""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2019-08-10,2025-06-10,3262183940.0,1922956030.0,68.0
1615014313,2024,1181690107378,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИНАРНЫЕ МАШИНЫ""","ООО ""БИНАРНЫЕ МАШИНЫ""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2019-01-10,2025-06-10,104002000.0,100537000.0,11.0
1615014360,2024,1191690008278,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВРМ ГРУПП""","ООО ""ВРМ ГРУПП""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2019-02-10,2025-06-10,256627008.0,195112992.0,10.0
1615015050,2024,1191690092527,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ОБРАЗОВАТЕЛЬНЫХ КОМПЕТЕНЦИЙ НТИ""","ООО ""ЦОК НТИ""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2020-08-10,2024-07-10,201567008.0,181298000.0,25.0
1615015050,2024,1191690092527,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ОБРАЗОВАТЕЛЬНЫХ КОМПЕТЕНЦИЙ НТИ""","ООО ""ЦОК НТИ""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2024-07-10,2025-06-10,201567008.0,181298000.0,25.0
1615015123,2024,1191690101448,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОСТЕЙДЖ ЦЕНТР РАЗРАБОТОК""","ООО ""ИННОСТЕЙДЖ ЦР""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2020-01-10,2025-06-10,488208992.0,453356000.0,142.0
1615016127,2024,1211600001139,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИАПАРТНЕРС""","ООО ""МЕДИАПАРТНЕРС""",63.11,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Набережные Моркваши,с,92620460101.0,55.781292,48.84627,2023-09-10,2025-06-10,236932000.0,218288000.0,3.0
1615016180,2024,1211600006287,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИОН СОФТ""","ООО ""ДИОН СОФТ""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2022-07-10,2025-06-10,106216000.0,158420000.0,76.0
1615016335,2024,1211600024063,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙДИ РЕШЕНИЯ""","ООО ""АЙДИ РЕШЕНИЯ""",62.01,RU-TA,16.0,Республика Татарстан,Верхнеуслонский район,Иннополис,г,92620109001.0,55.75208,48.74461,2021-04-10,2025-06-10,122673000.0,121916000.0,59.0
1623014540,2024,1191690019883,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ СОФТ""","ООО ""АБ СОФТ""",62.01,RU-TA,16.0,Республика Татарстан,Кукморский район,Кукмор,г,92633101001.0,56.186108,50.89707,2023-02-10,2025-06-10,1513467010.0,1199643010.0,160.0
1635012890,2024,1191690063520,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОСИСТЕМ""","ООО ""ИННОСИСТЕМ""",62.01,RU-TA,16.0,Республика Татарстан,Сабинский район,Богатые Сабы,пгт,92652151051.0,56.008263,50.443474,2023-07-10,2025-06-10,326028000.0,296806016.0,66.0
1639059930,2024,1191690075334,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ПЛАТФОРМА""","ООО ""УК ""ПЛАТФОРМА""",62.02,RU-TA,16.0,Республика Татарстан,Тукаевский район,,г,92000000.0,,,2023-11-10,2025-06-10,198839008.0,195800000.0,98.0
1639060220,2024,1191690102526,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИ42""","ООО ""АЙТИ42""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2022-11-10,2025-06-10,259335008.0,249850000.0,84.0
1644042724,2024,1061644066956,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АК ТАУ""","ООО  ""АК ТАУ""",63.11.1,RU-TA,16.0,Республика Татарстан,Альметьевский район,Альметьевск,г,92608101001.0,54.901382,52.29711,2016-08-10,2025-06-10,659001980.0,83553000.0,1.0
1644088310,2024,1161690151150,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИДИАЙ""","ООО ""СИДИАЙ""",62.01,RU-TA,16.0,Республика Татарстан,Альметьевский район,Альметьевск,г,92608101001.0,54.901382,52.29711,2018-02-10,2025-06-10,117379000.0,95317000.0,39.0
1644088768,2024,1161690183082,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИЛМАР""","ООО ""ДИЛМАР""",63.99.11,RU-TA,16.0,Республика Татарстан,Альметьевский район,Альметьевск,г,92608101001.0,54.901382,52.29711,2017-01-10,2025-06-10,347910016.0,26993000.0,1.0
1644088775,2024,1161690183093,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРРЕЛЬ""","ООО ""БАРРЕЛЬ""",63.99.11,RU-TA,16.0,Республика Татарстан,Альметьевский район,Альметьевск,г,92608101001.0,54.901382,52.29711,2017-01-10,2025-06-10,818393020.0,196847008.0,1.0
1644089306,2024,1171690017311,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОНД НДК""","ООО ""ФОНД НДК""",63.99.1,RU-TA,16.0,Республика Татарстан,Альметьевский район,Альметьевск,г,92608101001.0,54.901382,52.29711,2017-03-10,2025-06-10,132749000.0,70579000.0,1.0
1644100380,2024,1221600058899,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИПЕРСПЭЙС-ТЕХНОЛОГИИ""","ООО ""ГИПЕРСПЭЙС-ТЕХНОЛОГИИ""",62.01,RU-TA,16.0,Республика Татарстан,Альметьевский район,Альметьевск,г,92608101001.0,54.901382,52.29711,2022-08-10,2025-06-10,125274000.0,120559000.0,58.0
1645026651,2024,1111689000422,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПРЕСС ПЭЙ""","ООО ""ЭКСПРЕСС ПЭЙ""",62.09,RU-TA,16.0,Республика Татарстан,Бугульминский район,Бугульма,г,92617101001.0,54.53641,52.78949,2020-08-10,2025-04-10,139748000.0,136616000.0,22.0
1645030746,2024,1151689001221,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМ-БУГУЛЬМА""","ООО ""МАКСИМ-БУГУЛЬМА""",62.09,RU-TA,16.0,Республика Татарстан,Бугульминский район,Бугульма,г,92617101001.0,54.53641,52.78949,2016-08-10,2025-06-10,131445000.0,100596000.0,2.0
1648038969,2024,1141673002294,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРС-СПО""","ООО ""БАРС-СПО""",62.01,RU-TYU,72.0,Тюменская область,,Тюмень,г,71701000001.0,57.153034,65.534325,2018-06-10,2025-06-10,100737000.0,116377000.0,18.0
1648044539,2024,1161690166483,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РГК ИНФО""","ООО ""РГК ИНФО""",63.11.1,RU-TA,16.0,Республика Татарстан,Зеленодольский район,Айша,с,92628404101.0,55.87069,48.63012,2023-01-10,2024-04-10,207088992.0,204168992.0,20.0
1650010150,2024,1021602030779,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАНТОР""","ООО ""КВАНТОР""",63.11.1,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2024-07-10,2024-11-10,182928992.0,133808000.0,30.0
1650010150,2024,1021602030779,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАНТОР""","ООО ""КВАНТОР""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2024-11-10,2025-06-10,182928992.0,133808000.0,30.0
1650081440,2024,1031616009567,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПЕТРОЛАЙН-А""","ООО НПП ""ПЕТРОЛАЙН-А""",63.11.1,RU-TA,16.0,Республика Татарстан,,Казань,г,92701000001.0,55.794437,49.11145,2022-04-10,2025-06-10,1458227970.0,1131698940.0,224.0
1650098228,2024,1031616002703,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИСТ""","ООО ""ЛИСТ""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2021-07-10,2025-06-10,286241984.0,136828992.0,60.0
1650132334,2024,1051614172169,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТАТ""","ООО ""АЙТАТ""",62.02,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2023-01-10,2025-06-10,137694000.0,94856000.0,79.0
1650176758,2024,1081650007757,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ПРОФФИТ КОНСАЛТИНГ""","ООО ""ПКФ ""ПРОФФИТ КОНСАЛТИНГ""",62.02,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2017-11-10,2025-05-10,257392992.0,240547008.0,22.0
1650246250,2024,1121650013275,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАТТРАНСЛОГИСТИКА""","ООО ""ТТЛ""",62.01,RU-TA,16.0,Республика Татарстан,,Казань,г,92701000001.0,55.794437,49.11145,2023-02-10,2025-06-10,105152000.0,115150000.0,8.0
1650274321,2024,1131650019874,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ПЕРВАЯ ОНЛАЙН БУХГАЛТЕРИЯ""","ООО ""ПЕРВАЯ ОНЛАЙН БУХГАЛТЕРИЯ""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-02-10,2025-06-10,285864000.0,283864000.0,166.0
1650280220,2024,1141650003593,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТРАКС ТРЕЙД""","ООО ""АТРАКС ТРЕЙД""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2017-10-10,2025-06-10,117620000.0,52277000.0,17.0
1650301536,2024,1151650001821,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПРУТ-ТЕХНОЛОГИЯ""","ООО ""СПРУТ-ТЕХНОЛОГИЯ""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2016-08-10,2025-06-10,572009020.0,237963008.0,69.0
1650323392,2024,1161650051518,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГМАТЭК""","ООО ""МАГМАТЭК""",62.02,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2024-01-10,2025-06-10,473540000.0,229748992.0,24.0
1650346382,2024,1171690030786,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ И СЕРВИС""","ООО ""ТЕХНОЛОГИИ И СЕРВИС""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2021-07-10,2025-06-10,117232000.0,88299000.0,45.0
1650349714,2024,1171690054238,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЧИ""","ООО ""АЧИ""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2020-07-10,2025-06-10,237976992.0,248692992.0,11.0
1650379003,2024,1191690041113,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВИЗАЦИЯ ТРАНСПОРТА""","ООО ""ЦИФРОВИЗАЦИЯ ТРАНСПОРТА""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2019-06-10,2024-07-10,180880000.0,173688992.0,73.0
1650379003,2024,1191690041113,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВИЗАЦИЯ ТРАНСПОРТА""","ООО ""ЦИФРОВИЗАЦИЯ ТРАНСПОРТА""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2024-07-10,2025-06-10,180880000.0,173688992.0,73.0
1650413800,2024,1221600041640,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИ ""ТЭМПО""","ООО ""АЙТИ ""ТЭМПО""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2022-07-10,2025-06-10,282708000.0,109548000.0,32.0
1650415283,2024,1221600056017,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСТЕХСЕРВИС-ИТ""","ООО ""ТРАНСТЕХСЕРВИС-ИТ""",62.03.13,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2022-08-10,2024-04-10,371368000.0,135720000.0,92.0
1650415283,2024,1221600056017,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТЕХ""","ООО ""АВТОТЕХ""",62.03.13,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2024-04-10,2025-06-10,371368000.0,135720000.0,92.0
1650418125,2024,1221600086751,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУ-ДРАЙВ ЦИФРОВЫЕ ТЕХНОЛОГИИ""","ООО ""РУ-ДРАЙВ ЦИФРОВЫЕ ТЕХНОЛОГИИ""",62.01,RU-TA,16.0,Республика Татарстан,,Набережные Челны,г,92730000001.0,55.743553,52.39582,2022-11-10,2025-06-10,166871008.0,142804992.0,50.0
