tax_number,year,registration_number,is_sole_trader,sme_category,org_name,org_short_name,main_nace_code,region_iso_code,region_code,region,area,settlement,settlement_type,municipality_code,lat,lon,start_date,end_date,revenue,expenditure,employees_count
7325145393,2024,1167325059990,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕБРЕЙНС""","ООО ""ЗЕБРЕЙНС""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2023-07-10,2025-06-10,484504992.0,464231008.0,161.0
7325145763,2024,1167325060902,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИАСОФТ МОБАЙЛ""","ООО ""МЕДИАСОФТ МОБАЙЛ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2018-03-10,2025-06-10,228519008.0,211276992.0,68.0
7325146573,2024,1167325063751,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛОВАЯ ИНФОРМАЦИЯ""","ООО ""ДЕЛОВАЯ ИНФОРМАЦИЯ""",62.09,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2023-07-10,2025-06-10,101452000.0,84575000.0,31.0
7325156412,2024,1177325017286,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЭД БРЕЙНС""","ООО ""МЭД БРЕЙНС""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2022-07-10,2025-06-10,169664992.0,167771008.0,48.0
7325164903,2024,1197325005680,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЭД ЛАБ""","ООО ""РЭД ЛАБ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2019-04-10,2025-06-10,1387421060.0,1358363010.0,144.0
7325165872,2024,1197325010211,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРД КЛАН""","ООО ""НОРД КЛАН""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2019-07-10,2025-06-10,981601980.0,844676990.0,286.0
7325167510,2024,1197325015788,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""65 ДЕВЕЛОПЕРС""","ООО ""65 ДЕВЕЛОПЕРС""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2019-10-10,2024-07-10,205868992.0,179502000.0,20.0
7325167510,2024,1197325015788,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""65 ДЕВЕЛОПЕРС""","ООО ""65 ДЕВЕЛОПЕРС""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2024-07-10,2025-06-10,205868992.0,179502000.0,20.0
7325170079,2024,1207300006825,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРЛИКС""","ООО ""ИРЛИКС""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2020-08-10,2025-06-10,403364992.0,366816992.0,128.0
7325170720,2024,1207300009663,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛНА""","ООО ""ВОЛНА""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2020-09-10,2025-06-10,142864992.0,130578000.0,18.0
7325173721,2024,1217300006330,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГОНИЯ""","ООО ""МАГОНИЯ""",63.99.1,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2021-07-10,2025-06-10,103978000.0,104431000.0,1.0
7325174242,2024,1217300008496,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТУДИЯ ГРАФЕН""","ООО ""СТУДИЯ ГРАФЕН""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2021-08-10,2025-06-10,504615008.0,345008992.0,87.0
7325174845,2024,1217300010476,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЕКСЛЕТ РУС""","ООО ""ХЕКСЛЕТ РУС""",62.02.9,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2021-10-10,2024-04-10,327200000.0,291600992.0,58.0
7325174845,2024,1217300010476,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЕКСЛЕТ РУС""","ООО ""ХЕКСЛЕТ РУС""",62.02.9,RU-MOW,77.0,Москва,Филимонковский район,Московский,г,45959000.0,55.602142,37.34655,2024-04-10,2025-06-10,327200000.0,291600992.0,58.0
7326035989,2024,1107326000341,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛСИ""","ООО ""ИНТЕЛСИ""",63.11.1,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2022-07-10,2025-06-10,223656000.0,179348000.0,43.0
7326057647,2024,1187325009904,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНИ.РАН""","ООО ""ЭНИ.РАН""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2023-07-10,2025-06-10,315599008.0,325879008.0,69.0
7327039425,2024,1067327027459,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИТОТА ЛАБС""","ООО ""ЛИТОТА ЛАБС""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2016-08-10,2025-06-10,205102000.0,202732000.0,26.0
7327043936,2024,1077327050272,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФ-ИТ ГРУПП""","ООО ""ПРОФ-ИТ ГРУПП""",62.09,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2022-10-10,2025-06-10,652403970.0,536270016.0,29.0
7327072430,2024,1147327001667,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФ-ИТ ЭКСПЕРТ""","ООО ""ПРОФ-ИТ ЭКСПЕРТ""",62.09,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2016-08-10,2025-06-10,1508776960.0,1445489020.0,260.0
7327082445,2024,1177325005758,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛЬТА-СЕРВИС""","ООО ""ДЕЛЬТА-СЕРВИС""",63.11.1,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2022-07-10,2025-06-10,172082000.0,158740000.0,1.0
7327084361,2024,1177325016703,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ ТЕХНОЛОГИИ""","ООО ""ЦИФРОВЫЕ ТЕХНОЛОГИИ""",63.11,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2017-10-10,2025-03-10,259040992.0,249486000.0,0.0
7327085238,2024,1177325021741,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОМАТИЗАЦИЯ РОЗНИЧНЫХ ТЕХНОЛОГИЙ""","ООО ""АРТ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2021-07-10,2025-06-10,151288992.0,147728992.0,72.0
7327086104,2024,1187325003524,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУБЕЖ""","ООО ""РУБЕЖ""",63.11,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2021-08-10,2025-06-10,106344000.0,104918000.0,1.0
7327088905,2024,1187325017054,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМДЕВ""","ООО ""СИМДЕВ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2018-11-10,2025-06-10,148780000.0,20063000.0,12.0
7327089835,2024,1187325021949,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР""","ООО ""НАВИГАТОР""",63.11,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2020-08-10,2025-06-10,275945984.0,196692000.0,75.0
7328054190,2024,1087328004752,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БУФЕРНАЯ БУХТА""","ООО ""БУФЕРНАЯ БУХТА""",63.11,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2023-06-10,2025-06-10,238292992.0,226404000.0,83.0
7328067714,2024,1127328001305,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИТИ ПРОЕКТ""","ООО ""СИТИ ПРОЕКТ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2023-07-10,2025-06-10,457168000.0,441625984.0,21.0
7328070153,2024,1127328003857,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМТЕК ДЕВЕЛОПМЕНТ""","ООО ""СИМТЕК ДЕВЕЛОПМЕНТ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2016-08-10,2025-04-10,121717000.0,120980000.0,49.0
7328095214,2024,1177325016880,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРТ-ПАУЭР""","ООО ""КАРТ-ПАУЭР""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2021-07-10,2025-06-10,120914000.0,98228000.0,35.0
7328102221,2024,1197325007681,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРЕДОВЫЕ СИСТЕМНЫЕ РЕШЕНИЯ""","ООО ""ПЕРЕДОВЫЕ СИСТЕМНЫЕ РЕШЕНИЯ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2023-06-10,2025-06-10,126736000.0,51881000.0,8.0
7328103722,2024,1197325016151,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРТНЕР""","ООО ""ИТ ЦЕХ ПАРТНЕР""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2023-07-10,2025-06-10,128838000.0,98044000.0,13.0
7328111233,2024,1227300002852,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОД-ЭКСПЕРТ""","ООО ""КОД-ЭКСПЕРТ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2022-04-10,2025-06-10,162587008.0,110416000.0,27.0
7328505005,2024,1067328002543,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМБИРСКИЕ ТЕХНОЛОГИИ""","ООО ""СИМБИРСКИЕ ТЕХНОЛОГИИ""",62.01,RU-ULY,73.0,Ульяновская область,,Ульяновск,г,73701000001.0,54.307972,48.374916,2016-08-10,2025-06-10,129934000.0,127833000.0,61.0
7413024253,2024,1177456035217,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОМАТИЗАЦИЯ СИСТЕМ ТЕСТИРОВАНИЯ""","ООО ""АСТ""",62.01,RU-CHE,74.0,Челябинская область,,Кыштым,г,75734000001.0,55.706062,60.556313,2023-04-10,2025-06-10,153370000.0,111851000.0,1.0
7415005136,2024,1027400871266,0,3,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОЛИГРАФ""","ЗАО ""ПОЛИГРАФ""",58,RU-CHE,74.0,Челябинская область,,Миасс,г,75742000001.0,55.04567,60.107677,2017-08-10,2025-06-10,706696000.0,690889020.0,108.0
7415072630,2024,1117415001351,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИДИВИ""","ООО ""ТРИДИВИ""",62.01,RU-CHE,74.0,Челябинская область,,Миасс,г,75742000001.0,55.04567,60.107677,2022-11-10,2025-06-10,106151000.0,112259000.0,49.0
7415085798,2024,1147415002800,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСТРИМ ДЕВЕЛОПЕРС""","ООО ""ЭКСТРИМ ДЕВЕЛОПЕРС""",62.01,RU-CHE,74.0,Челябинская область,,Миасс,г,75742000001.0,55.04567,60.107677,2023-07-10,2025-06-10,186696000.0,210602000.0,92.0
7422049529,2024,1127422001376,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВА ГЕЙМС""","ООО ""НОВА ГЕЙМС""",62.0,RU-CHE,74.0,Челябинская область,,Озерск,г,75743000001.0,55.763184,60.7076,2021-07-10,2025-06-10,175742000.0,76832000.0,26.0
7444027511,2024,1027402057110,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРАДОКС""","ООО ""ПАРАДОКС""",63.11.1,RU-CHE,74.0,Челябинская область,,Магнитогорск,г,75738000001.0,53.40721,58.979187,2016-08-10,2025-06-10,305540000.0,293542016.0,137.0
7445011539,2024,1027402176229,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИССЛЕДОВАТЕЛЬСКО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР ""АУСФЕРР""","ООО ""ИТЦ"" АУСФЕРР""",62.01,RU-CHE,74.0,Челябинская область,,Магнитогорск,г,75738000001.0,53.40721,58.979187,2022-10-10,2025-06-10,483766016.0,309063008.0,64.0
7446053845,2024,1087446000355,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАТИВНЫЕ СИСТЕМЫ ПЛЮС""","ООО ""КС ПЛЮС""",62.01,RU-TYU,72.0,Тюменская область,,Тюмень,г,71701000001.0,57.153034,65.534325,2021-07-10,2025-06-10,149059008.0,99661000.0,40.0
7447051791,2024,1027402337588,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЬЮЗ ЭЙТ ОНЛАЙН""","ООО ""ФЬЮЗ ЭЙТ ОНЛАЙН""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2016-08-10,2025-06-10,102417000.0,94183000.0,35.0
7447133821,2024,1087447008550,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭФЕКС СИСТЕМС""","ООО ""ЭФЕКС СИСТЕМС""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2022-05-10,2025-06-10,187636000.0,161655008.0,60.0
7447134529,2024,1087447009396,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОКОМП""","ООО ""АЛГОКОМП""",62.02,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2016-08-10,2025-06-10,108228000.0,104372000.0,1.0
7447253036,2024,1157456009083,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАТА ЦЕНТР""","ООО ""ДАТА ЦЕНТР""",62.09,RU-KGN,45.0,Курганская область,,Курган,г,37701000001.0,55.444416,65.3162,2021-02-10,2025-06-10,134890000.0,77074000.0,1.0
7447257270,2024,1157456025297,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙДИ СКАН""","ООО ""АЙДИ СКАН""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2021-07-10,2025-06-10,144574000.0,135440000.0,51.0
7447268586,2024,1167456142501,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУЧШИЕ ПРАКТИКИ""","ООО ""ЛУЧШИЕ ПРАКТИКИ""",62.09,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2018-08-10,2025-06-10,207327008.0,205070000.0,69.0
7447268628,2024,1167456142655,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМ СТАНДАРТ""","ООО ""ИНФОРМ СТАНДАРТ""",62.09,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2018-08-10,2025-06-10,244838000.0,241524992.0,63.0
7447285863,2024,1187456041970,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ СИСТЕМЫ""","ООО ""ЦИФРОВЫЕ СИСТЕМЫ""",62.09,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2022-07-10,2025-06-10,259308000.0,151650000.0,66.0
7447289890,2024,1197456025744,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВИРИТ""","ООО ""КВИРИТ""",62.09,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2019-07-10,2025-06-10,100490000.0,97516000.0,7.0
7447316984,2024,1247400011088,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРУС АКС""","ООО ""КОРУС АКС""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2024-05-10,2025-06-10,295068992.0,247739008.0,5.0
7448014785,2024,1027402540582,0,2,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ЛОКАЛЬНЫХ И ГЕОГРАФИЧЕСКИХ ИНФОРМАЦИОННЫХ СИСТЕМ""","ЗАО НТЦ ""ЛОГИС""",62.09,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2017-08-10,2025-06-10,461004992.0,380032992.0,52.0
7448055870,2024,1037402548303,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИКЛАДНЫЕ ТЕХНОЛОГИИ""","ООО ""ПРИКЛАДНЫЕ ТЕХНОЛОГИИ""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2020-08-10,2025-06-10,220154000.0,167856992.0,39.0
7448085232,2024,1077448000123,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРСВЯЗЬ-ЦЕНТР""","ООО ""ИНТЕРСВЯЗЬ-ЦЕНТР""",63.99.1,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2021-08-10,2025-06-10,311979008.0,298473984.0,226.0
7448104809,2024,1087448005050,0,3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРНЕТ ТЕХНОЛОГИИ""","ООО ""ИНТЕРНЕТ ТЕХНОЛОГИИ""",62.01,RU-NVS,54.0,Новосибирская область,,Новосибирск,г,50701000001.0,55.030186,82.920425,2020-08-10,2024-06-10,1381491970.0,1256696060.0,543.0
7448152802,2024,1127448011900,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВОЙ ЭЛЕМЕНТ""","ООО ""ЦИФРОВОЙ ЭЛЕМЕНТ""",63.11.1,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2019-08-10,2025-06-10,158970000.0,148536000.0,33.0
7448159903,2024,1137448006376,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТЕНДАП ИННОВАЦИИ""","ООО ""СТЕНДАП ИННОВАЦИИ""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2023-01-10,2025-06-10,392016992.0,356315008.0,108.0
7448164893,2024,1137448011381,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕЙРОНЕК""","ООО ""НЕЙРОНЕК""",62.02.4,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2022-11-10,2025-06-10,622912000.0,591353020.0,13.0
7448165939,2024,1137448012426,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРУПП""","ООО ""ПРОГРУПП""",62.09,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2016-09-10,2024-04-10,195448000.0,229387008.0,22.0
7448165939,2024,1137448012426,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРУПП""","ООО ""ПРОГРУПП""",62.09,RU-SPE,78.0,Санкт-Петербург,,Санкт-Петербург,г,40000000.0,59.939083,30.31588,2024-04-10,2025-06-10,195448000.0,229387008.0,22.0
7448227092,2024,1207400031596,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТ ЛАЙТ""","ООО ""СОФТ ЛАЙТ""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2020-09-10,2025-06-10,197823008.0,162324992.0,31.0
7448234195,2024,1217400022278,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОЛОС.СОФТ""","ООО ""ГОЛОС.СОФТ""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2021-07-10,2025-06-10,127542000.0,82260000.0,46.0
7448247300,2024,1227400046170,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ЦИФРОВЫХ РЕШЕНИЙ - АРИАНТ""","ООО ""ЦЦР - АРИАНТ""",62.02,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2022-12-10,2025-06-10,203236992.0,136320992.0,63.0
7449076223,2024,1087449002541,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ СИСТЕМЫ""","ООО  ""ИННОВАЦИОННЫЕ СИСТЕМЫ""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2022-04-10,2025-06-10,290216992.0,57969000.0,15.0
7449111894,2024,1137449000358,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНЫЕ СЕТИ-ИНТЕГРАЦИЯ""","ООО ""ИНЖЕНЕРНЫЕ СЕТИ-ИНТЕГРАЦИЯ""",62.09,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2023-02-10,2025-06-10,767027970.0,747572990.0,40.0
7449122952,2024,1147449006957,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОАНАЛИТИКС""","ООО ""ПРОАНАЛИТИКС""",63.11.1,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2020-08-10,2025-06-10,145120000.0,84238000.0,44.0
7449128908,2024,1167456065303,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЭДИ РОБОТ""","ООО ""РЭДИ РОБОТ""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2020-11-10,2024-07-10,116941000.0,113432000.0,29.0
7449128908,2024,1167456065303,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЭДИ РОБОТ""","ООО ""РЭДИ РОБОТ""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2024-07-10,2025-06-10,116941000.0,113432000.0,29.0
7449134348,2024,1177456066193,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕТ 8 ВИАР ПАРК""","ООО ""ЗЕТ 8 ВИАР ПАРК""",62.01,RU-MOW,77.0,Москва,,Москва,г,45000000.0,55.75396,37.62039,2020-05-10,2025-06-10,291000000.0,170308992.0,8.0
7449142035,2024,1207400025250,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""47 РУ""","ООО ""47 РУ""",63.11.1,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2020-08-10,2025-06-10,261348000.0,265307008.0,1.0
7449146953,2024,1227400016524,0,2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАНКОМАШ-СЕРВИС""","ООО ""СТАНКОМАШ-С""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2023-07-10,2025-01-10,1171143940.0,782977020.0,72.0
7450077140,2024,1117450006629,0,1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗЕТ-МЕДИА""","ООО ""ЗЕТ-МЕДИА""",62.01,RU-CHE,74.0,Челябинская область,,Челябинск,г,75701000001.0,55.160282,61.400856,2016-08-10,2024-07-10,156648992.0,40368000.0,27.0
